53 53 52 50 50 36 12 8 7 6 6 6 7 11 16 16 9 5 5 5 9 9 36 29 31 31 33 34 36 36 36 36 
53 53 53 53 53 52 49 36 17 17 10 8 7 7 8 13 20 8 5 5 5 5 8 15 15 15 36 30 31 34 34 34 
75 70 57 57 52 49 45 36 22 16 16 13 12 14 24 24 23 17 13 13 11 11 14 20 32 43 43 42 43 43 43 43 
62 61 61 60 57 55 54 47 37 37 36 25 24 24 24 30 27 23 20 19 19 19 21 26 34 43 43 42 42 43 43 43 
75 57 57 59 58 57 57 57 57 57 56 58 58 56 52 48 21 21 25 30 32 32 31 30 30 29 27 22 15 10 10 8 
52 53 53 52 52 42 36 11 9 7 7 8 14 14 36 36 8 4 4 4 6 14 14 36 31 31 33 34 36 37 39 39 
53 53 53 53 52 52 48 36 17 17 12 9 8 9 9 16 11 8 8 5 5 6 10 10 36 36 30 31 33 35 37 37 
65 59 57 57 57 57 52 36 16 16 10 8 7 7 9 9 11 8 5 5 4 6 9 16 26 26 29 30 31 32 34 35 
68 68 61 52 49 46 40 36 36 20 16 15 16 22 22 41 22 17 13 13 12 13 17 26 41 42 42 43 43 44 44 44 
55 54 54 54 53 53 52 36 36 18 13 12 13 20 20 34 23 12 8 6 6 7 9 16 16 36 33 33 35 37 39 41 
54 52 50 47 44 38 38 36 16 14 17 33 33 33 52 53 27 19 19 13 11 14 26 26 43 43 44 44 44 44 44 44 
53 53 53 53 52 48 48 36 15 11 10 13 20 20 34 39 14 8 4 5 5 10 10 36 31 33 35 35 36 37 39 40 
54 53 53 53 51 51 36 16 10 8 7 7 8 16 16 36 14 8 5 5 7 9 16 26 28 28 29 32 34 36 38 38 
53 53 54 52 51 51 37 36 12 10 11 11 14 21 29 36 9 4 4 5 5 8 16 28 30 32 32 34 36 37 39 39 
53 53 53 52 50 36 11 8 8 7 9 16 28 35 35 39 8 4 4 5 5 12 12 36 31 34 34 36 37 39 40 41 
52 52 52 52 52 52 48 36 11 8 6 5 5 5 8 16 20 8 4 4 4 5 10 10 36 36 28 30 31 32 34 34 
50 49 47 45 42 42 36 18 13 13 21 21 21 51 51 51 22 14 14 10 11 16 28 44 43 43 43 44 44 44 44 44 
52 52 52 52 47 36 36 13 9 8 7 11 11 11 36 42 13 9 7 8 13 13 13 36 30 32 34 34 36 39 40 42 
48 47 47 45 43 38 36 15 15 11 11 16 16 51 51 52 20 20 14 11 11 15 27 43 43 44 44 43 44 44 44 44 
53 53 52 48 48 36 10 8 7 10 10 10 40 49 56 60 10 8 6 6 8 8 36 31 34 36 36 39 42 41 42 42 
74 65 53 53 43 39 36 13 13 8 7 9 15 15 40 40 26 20 14 10 10 10 19 41 43 43 43 43 43 43 43 43 
55 55 54 53 52 52 50 50 38 36 12 9 9 9 9 15 16 8 4 4 4 5 6 11 11 11 36 30 32 34 37 37 
53 53 52 48 44 41 39 36 36 19 12 9 9 10 10 10 27 22 13 8 8 7 7 11 11 41 41 43 43 43 44 44 
53 53 52 52 51 37 37 36 11 9 8 9 9 14 14 36 11 8 5 5 6 10 10 36 29 31 31 33 35 36 38 39 
49 47 45 42 39 36 36 17 12 10 10 16 16 39 39 51 23 13 8 7 7 10 10 41 43 44 44 44 44 44 44 44 
53 52 52 52 52 52 51 37 36 36 12 10 12 22 36 36 17 17 8 6 6 8 15 15 15 36 31 33 36 38 38 40 
52 52 52 52 52 51 43 43 36 28 27 28 34 44 44 43 23 23 21 21 25 31 37 37 39 39 39 40 42 40 40 40 
50 50 49 47 46 45 45 44 41 36 22 12 8 8 7 12 24 24 15 8 5 5 5 5 6 11 11 41 42 42 43 43 
56 53 52 52 52 50 36 15 9 6 6 7 13 13 37 40 11 8 4 5 8 8 16 16 36 30 32 32 34 36 38 39 
54 53 53 52 51 45 36 36 11 8 6 6 7 13 13 13 14 8 6 6 6 9 16 24 27 27 28 30 31 34 36 38 
52 52 52 52 52 52 52 50 42 36 12 12 8 6 5 5 19 19 9 4 3 4 4 4 6 11 11 36 27 29 29 30 
52 52 52 52 52 52 51 49 36 21 16 13 13 13 15 21 23 16 12 12 12 13 15 19 26 26 30 31 33 35 37 37 
53 53 52 52 52 52 51 44 36 24 24 21 20 22 28 41 27 22 22 19 18 19 22 27 33 33 36 36 38 39 41 41 
53 53 52 52 52 51 51 43 36 19 15 13 13 13 14 17 19 15 13 13 14 14 17 21 28 31 32 32 34 35 36 37 
69 63 58 57 57 59 58 57 45 45 36 17 13 12 12 13 22 14 10 9 9 9 10 13 13 36 31 31 32 34 35 37 
57 58 55 54 53 53 53 52 46 36 20 15 15 13 12 12 23 23 15 12 10 11 12 12 15 20 26 30 31 32 32 34 
54 54 53 52 52 47 36 18 18 12 11 11 11 13 13 16 16 10 9 9 9 11 16 24 29 30 30 31 32 34 36 36 
53 51 49 46 43 38 38 36 18 14 14 21 21 21 51 51 22 16 12 12 11 14 23 40 40 40 43 44 44 44 44 44 
51 51 50 49 47 40 40 36 27 25 28 44 51 51 51 51 25 22 21 23 23 29 40 40 43 43 43 43 43 43 44 44 
53 53 53 53 53 52 49 36 17 17 10 8 7 7 8 13 20 8 5 5 5 5 8 15 15 15 36 30 31 34 34 34 
54 53 53 53 51 51 36 16 10 8 7 7 8 16 16 36 14 8 5 5 7 9 16 26 28 28 29 32 34 36 38 38 
24 21 17 14 14 12 10 10 11 14 14 21 35 35 53 53 37 37 38 40 40 43 44 44 44 44 45 45 45 45 45 45 
27 26 26 24 24 26 32 43 43 54 59 61 61 60 61 61 43 44 44 44 45 45 45 45 45 45 45 45 45 45 45 45 
24 24 20 18 16 14 11 11 10 9 8 10 10 10 36 36 38 38 38 38 39 41 43 44 44 44 45 45 45 45 45 45 
25 21 19 18 18 17 15 12 11 10 10 10 12 17 28 28 36 34 34 36 39 43 43 43 44 44 45 45 45 45 45 45 
49 45 44 42 37 36 36 20 14 11 10 10 10 10 13 19 21 16 14 14 15 18 22 28 31 31 31 32 34 35 36 37 
23 23 20 18 16 13 11 11 10 11 17 34 34 34 53 53 36 31 31 36 36 43 43 44 45 45 45 45 45 45 45 45 
50 46 42 42 39 36 33 28 24 24 21 18 15 12 11 9 20 20 15 12 12 13 14 14 16 19 22 24 27 29 29 30 
24 19 16 16 15 14 13 11 10 10 9 8 8 9 12 12 30 28 28 29 31 36 42 43 43 44 44 45 45 45 45 45 
23 16 16 12 10 9 9 9 9 8 7 7 6 6 6 6 41 37 37 36 34 34 36 39 39 42 42 43 44 44 45 45 
26 25 23 22 22 20 17 14 13 12 12 13 18 27 44 51 41 40 39 40 40 40 42 43 44 44 44 44 45 45 45 45 
29 25 23 23 21 17 13 11 10 10 10 13 18 26 33 37 25 20 18 18 21 26 31 32 33 34 34 35 36 37 38 39 
14 12 12 12 12 11 10 9 9 9 9 13 13 36 36 57 41 38 37 38 38 40 42 43 44 44 44 44 44 44 44 44 
18 18 15 13 13 12 12 12 11 11 12 18 29 29 29 55 39 36 36 34 36 41 42 43 43 44 44 44 44 44 44 44 
25 21 21 18 17 16 14 13 13 11 10 11 14 21 35 35 36 31 29 30 30 34 39 44 43 44 44 44 44 44 44 44 
23 23 19 17 16 14 12 11 11 11 13 19 30 30 30 52 36 31 31 35 41 41 42 43 44 44 44 44 44 44 44 44 
27 23 21 20 20 18 15 12 11 11 11 15 28 28 54 52 32 32 30 32 36 42 42 42 43 44 44 44 44 44 45 45 
43 36 28 25 23 20 20 16 14 12 12 13 13 17 23 31 26 21 17 18 18 21 26 30 31 33 33 34 36 38 39 40 
26 21 18 18 17 16 14 12 11 10 10 10 10 12 14 17 26 23 23 23 25 28 34 42 42 43 44 44 44 45 45 45 
36 30 26 24 24 21 20 18 16 13 13 12 11 11 13 17 26 22 19 19 19 20 23 26 29 31 31 31 33 34 36 37 
27 27 21 18 16 16 15 14 14 12 10 9 9 8 8 9 36 36 28 24 23 23 25 28 35 35 35 43 44 44 45 45 
47 36 26 21 21 18 14 11 9 9 8 7 7 7 7 9 27 23 19 19 21 21 24 28 29 30 31 31 32 33 34 35 
27 19 13 10 10 10 10 11 12 12 12 12 12 14 18 23 43 42 40 38 38 39 39 41 43 44 44 45 45 45 45 45 
18 14 14 11 10 11 11 11 11 11 11 11 12 13 16 16 28 28 28 28 29 29 30 31 32 33 34 34 36 36 37 38 
24 24 17 12 9 7 7 7 7 8 8 8 8 8 8 9 44 44 43 42 41 41 41 41 42 43 44 44 44 44 45 45 
21 12 8 6 6 7 8 9 10 10 10 10 12 16 16 16 28 28 28 29 29 30 31 32 32 34 36 37 38 39 39 39 
24 15 9 9 6 6 7 8 9 9 9 9 12 16 16 24 47 46 46 43 41 42 43 44 44 44 45 45 45 45 45 46 
24 15 15 9 8 8 9 9 9 10 13 13 36 37 41 41 28 29 29 29 30 31 33 35 35 36 37 38 39 40 42 42 
15 15 8 6 6 7 7 7 7 11 11 42 60 60 60 61 41 39 39 40 42 43 44 44 44 45 45 45 45 45 45 45 
25 20 20 16 13 11 10 10 10 10 10 13 16 22 31 31 44 43 42 42 42 43 43 44 44 44 44 45 45 45 45 45 
25 25 20 17 13 11 9 9 10 10 13 19 27 27 34 35 26 24 24 24 27 30 31 32 34 34 36 37 38 39 41 40 
25 25 17 10 8 5 4 4 4 4 5 10 16 16 16 53 43 41 39 40 40 42 43 44 44 45 45 45 45 45 45 45 
26 19 19 15 13 11 9 8 8 7 7 7 8 10 15 15 28 27 27 26 28 28 29 30 31 31 32 34 34 35 36 36 
22 12 12 8 5 5 5 6 6 6 7 9 14 14 14 36 44 44 43 42 43 43 43 44 44 45 45 45 45 45 45 45 
25 19 15 15 13 12 11 10 10 10 9 8 13 13 36 34 28 28 28 27 27 28 30 30 31 31 33 34 36 37 38 38 
21 21 13 8 7 7 8 8 8 9 9 9 10 14 14 14 44 44 43 42 42 42 43 43 43 44 44 44 45 45 45 45 
23 23 18 15 12 11 10 10 10 10 11 14 20 20 28 34 29 28 29 30 30 31 31 32 34 35 35 36 37 37 39 39 
27 20 14 11 11 10 9 9 8 8 7 7 8 11 16 27 41 39 39 37 37 38 41 42 43 43 43 44 44 44 44 44 
41 36 26 22 22 17 14 11 8 7 7 7 7 8 12 12 27 26 26 24 23 25 27 29 30 30 31 32 33 35 36 36 
26 18 18 12 9 7 7 7 8 8 8 9 13 13 13 36 46 46 44 42 43 43 44 44 44 44 45 46 47 48 48 47 
23 17 17 14 11 10 9 8 8 8 11 16 27 27 27 63 40 38 38 39 42 43 44 44 44 44 45 45 45 44 44 45 
22 17 17 13 11 10 10 10 10 10 11 16 26 26 26 56 42 41 40 40 40 42 43 44 44 44 44 45 45 45 45 45 
26 19 14 12 12 11 11 11 11 11 11 11 13 17 26 44 43 42 40 39 40 42 42 43 44 44 44 45 45 45 45 45 
30 26 21 17 13 10 9 9 8 11 16 16 37 51 51 53 26 26 27 33 33 33 43 44 45 45 45 45 45 45 45 45 
25 15 15 8 6 6 6 6 6 5 7 13 13 51 51 53 43 40 36 36 43 43 43 44 44 45 45 45 45 45 45 45 
26 18 18 13 9 8 6 6 8 8 13 13 36 36 53 53 41 41 37 36 43 43 44 45 45 46 46 46 46 45 45 45 
24 19 19 15 13 11 9 8 7 7 7 7 10 16 16 16 36 31 31 30 31 36 44 43 44 44 44 45 45 45 45 45 
24 19 19 15 13 10 8 6 6 6 6 8 13 13 13 36 40 37 37 36 34 39 39 44 44 44 44 45 45 45 45 45 
27 19 19 14 10 8 6 6 5 5 6 6 10 10 36 36 44 43 42 42 42 42 43 44 44 44 45 45 45 45 45 45 
22 17 13 10 8 8 7 7 7 11 11 11 36 36 54 54 41 41 40 41 43 44 44 44 45 45 45 45 45 45 45 45 
24 17 12 9 9 7 6 6 6 6 6 9 16 16 41 52 42 41 41 41 42 43 44 44 44 45 45 45 45 45 45 45 
23 23 16 12 9 7 7 7 7 7 7 8 13 13 13 36 44 43 42 42 42 42 43 43 44 45 45 45 45 45 45 45 
27 20 20 15 12 10 9 8 8 8 7 7 8 15 15 15 44 44 43 42 41 42 43 43 43 44 44 45 45 47 47 46 
22 19 19 16 14 11 9 9 8 8 9 11 16 16 16 36 28 28 28 28 29 31 31 32 32 33 35 36 37 38 38 39 
8 5 5 5 6 6 5 5 7 7 11 16 23 29 38 38 41 40 41 41 43 44 44 45 45 45 45 45 45 45 45 45 
36 21 21 18 15 13 11 10 9 9 9 9 10 13 13 13 26 25 25 25 26 28 29 30 31 31 31 32 34 34 36 36 
24 14 14 8 5 5 5 5 5 5 5 7 10 16 16 16 43 43 41 40 40 42 43 44 44 45 45 45 45 45 45 45 
24 24 19 15 12 10 10 10 10 12 16 22 30 34 34 37 28 28 28 28 31 31 31 32 34 34 35 35 37 38 39 40 
21 13 13 8 6 6 6 6 6 6 7 10 15 15 15 36 44 44 43 43 43 44 44 44 44 45 45 45 45 45 45 45 
36 21 18 18 15 12 10 9 7 7 7 7 8 9 11 11 27 25 25 25 26 28 29 29 29 30 30 31 32 33 33 34 
27 23 21 20 20 18 15 12 11 11 11 15 28 28 54 52 32 32 30 32 36 42 42 42 43 44 44 44 44 44 45 45 
50 49 50 51 51 53 53 53 53 53 53 53 54 54 54 54 17 12 12 9 8 7 7 7 7 7 6 8 11 16 16 26 
52 51 49 49 51 51 53 53 53 53 53 53 54 54 54 53 23 16 13 11 11 10 10 9 7 7 7 7 10 16 16 36 
51 48 47 47 48 50 52 54 53 53 53 53 53 54 54 53 27 20 20 17 14 13 11 10 10 9 9 8 9 12 16 16 
52 52 50 50 51 51 52 52 53 53 60 60 60 60 60 63 20 20 15 13 12 11 11 11 11 10 9 7 7 7 8 10 
56 56 51 50 52 53 54 54 54 54 54 54 54 54 56 57 20 14 14 11 9 7 6 6 5 5 5 5 6 8 8 13 
53 49 46 46 47 47 50 52 52 53 53 53 54 53 53 53 25 25 19 16 14 12 10 10 9 7 6 6 6 6 7 11 
52 50 49 50 51 52 52 52 53 53 53 54 53 53 54 53 19 13 10 10 9 8 8 7 6 6 6 6 6 7 11 11 
52 51 51 51 52 52 53 53 53 53 53 53 53 53 54 54 24 15 11 9 9 8 7 7 6 6 6 6 6 6 8 13 
51 49 50 50 51 52 53 53 53 54 54 53 53 53 53 54 18 13 13 11 9 7 6 6 6 5 5 6 10 10 36 36 
49 47 47 48 51 52 53 53 53 53 53 54 54 54 54 54 24 24 16 12 9 7 6 6 6 5 5 5 7 11 16 16 
48 46 46 50 53 53 53 54 54 54 54 53 53 53 52 52 22 16 12 12 10 9 8 10 15 15 36 36 31 35 42 42 
41 41 40 42 46 51 52 52 52 53 53 53 53 53 53 53 23 18 15 13 11 11 9 8 7 7 7 7 8 11 16 16 
48 45 45 45 47 49 49 50 51 52 52 53 53 53 53 53 27 22 19 17 17 15 15 14 14 14 14 12 11 11 10 12 
45 42 42 42 43 46 50 51 52 52 52 52 52 53 53 53 24 24 20 17 17 17 17 17 18 18 17 16 15 15 15 15 
44 41 43 47 47 50 52 52 53 53 53 53 53 53 53 53 27 21 19 19 19 20 20 21 20 20 20 19 19 19 21 23 
47 40 39 39 43 51 56 56 56 56 57 59 62 64 62 60 24 17 13 10 10 9 7 6 6 5 5 6 8 13 13 36 
52 52 49 47 48 50 52 53 53 53 53 53 53 53 55 55 25 19 14 12 12 10 9 8 6 6 6 6 6 7 10 16 
50 44 42 46 50 52 53 53 53 53 53 53 53 53 53 53 24 18 14 14 12 10 9 8 8 8 8 9 11 14 16 16 
47 45 43 43 45 45 48 51 52 53 53 53 53 53 53 53 24 20 20 18 17 17 16 14 14 13 12 10 10 10 11 11 
43 42 42 42 45 49 51 53 53 53 53 53 53 53 53 53 23 23 19 16 15 13 12 12 10 9 8 7 7 7 8 10 
45 44 43 43 43 46 49 51 52 52 52 53 53 53 53 53 25 19 15 15 13 12 11 10 9 9 7 6 6 6 8 8 
48 45 44 44 46 48 51 58 58 59 58 58 58 59 64 64 26 19 14 14 12 10 9 8 7 7 6 5 5 6 10 10 
52 49 49 48 48 49 51 53 53 53 53 53 53 53 53 54 26 20 17 17 14 12 11 9 7 7 6 5 5 6 7 7 
49 49 47 47 49 51 52 52 52 52 53 53 53 53 53 53 23 17 13 11 11 10 8 7 6 6 6 6 6 6 9 9 
50 48 47 46 48 49 49 51 52 53 53 53 53 53 53 53 22 17 14 14 12 11 10 9 7 6 6 6 6 5 6 8 
50 48 47 49 49 50 52 52 52 53 53 53 53 53 53 53 25 17 17 13 11 11 11 10 10 9 7 6 6 9 16 16 
48 47 47 49 50 52 52 53 53 53 53 53 53 53 53 53 20 20 14 11 9 7 6 6 5 5 5 6 8 8 13 13 
46 46 43 44 49 52 52 52 53 54 53 52 52 52 52 52 25 25 19 16 15 13 11 11 9 9 8 9 12 12 16 24 
59 59 56 56 57 57 56 56 56 56 58 60 62 62 61 59 26 26 19 14 11 9 7 6 6 6 7 11 11 36 36 36 
54 49 47 48 50 51 52 52 52 52 53 53 53 53 53 54 21 14 14 11 9 8 6 5 5 5 5 5 5 7 12 12 
51 49 49 49 51 52 52 52 52 53 53 53 53 53 53 53 24 18 15 15 13 12 12 11 10 10 10 9 10 12 16 22 
50 48 48 50 51 52 52 53 52 53 53 53 53 53 53 53 20 14 11 9 9 7 6 6 5 6 6 6 6 8 12 12 
52 50 49 48 48 49 49 51 52 52 52 52 53 53 53 53 27 19 19 14 11 10 9 7 7 7 6 6 6 6 5 5 
48 47 46 46 47 49 50 52 52 52 53 53 53 53 53 53 24 18 18 14 12 10 9 9 9 7 6 6 6 6 6 7 
47 46 46 47 49 52 52 52 52 52 52 53 53 53 53 53 21 15 15 13 11 10 9 7 7 6 6 6 6 6 12 12 
40 36 34 34 37 37 51 52 53 53 53 53 53 53 53 53 22 22 15 12 9 8 5 5 5 5 5 7 13 13 13 36 
47 43 42 42 43 47 50 52 52 52 52 53 53 53 53 53 26 26 20 15 12 9 8 6 6 6 5 5 6 7 7 11 
