15 11 13 26 26 40 44 42 45 48 48 49 51 53 54 54 42 42 41 36 14 8 8 5 9 9 36 28 28 29 30 31 
18 13 12 12 12 12 14 19 19 28 40 43 42 44 45 45 43 43 43 42 42 41 41 39 36 18 10 8 5 5 5 9 
22 16 16 12 10 11 12 18 18 27 40 40 43 43 44 45 44 44 44 43 43 42 40 40 36 20 12 9 8 10 10 16 
20 20 14 11 9 9 10 10 15 27 42 45 47 47 50 50 43 43 43 43 42 42 42 40 36 18 9 5 4 4 4 9 
20 15 15 12 11 11 14 18 18 26 38 38 44 45 47 47 43 43 43 42 42 42 39 36 22 15 15 10 8 6 6 6 
17 12 12 12 17 32 32 44 44 46 47 48 51 51 51 51 43 43 42 39 39 36 13 8 7 7 7 10 14 14 36 28 
20 13 10 10 10 10 13 19 30 30 42 42 44 45 47 47 43 43 43 42 42 41 36 36 24 14 8 5 5 5 6 12 
20 13 11 11 11 12 16 24 35 35 44 43 45 46 47 47 43 43 43 42 42 39 36 21 21 13 8 6 5 6 10 10 
21 21 15 11 11 11 12 12 16 25 39 39 45 45 47 48 47 43 43 43 42 42 42 40 36 22 13 8 5 5 6 10 
15 12 9 9 7 7 7 8 10 16 16 32 32 46 49 54 43 43 43 43 42 42 42 41 38 36 16 16 8 5 5 8 
17 10 10 8 7 7 11 11 11 37 42 45 46 47 47 50 43 43 43 43 42 42 39 36 14 8 8 5 5 6 8 15 
16 9 7 7 8 15 15 40 43 46 46 47 47 48 49 49 43 43 43 42 39 36 11 11 8 5 5 9 12 12 12 36 
15 9 8 8 7 8 12 12 36 43 43 43 45 46 47 48 43 43 43 43 42 41 36 20 20 10 8 5 6 10 10 10 
21 14 10 8 8 8 9 13 13 36 36 43 43 45 46 47 45 44 43 43 43 42 42 38 36 16 16 9 8 7 9 16 
19 13 10 8 8 8 8 12 12 36 36 41 41 44 45 46 43 43 43 43 43 43 42 39 36 17 17 10 8 5 5 7 
17 17 11 9 7 8 10 10 16 28 39 44 43 43 45 49 43 43 43 43 43 42 41 36 21 21 11 8 5 5 6 6 
18 18 12 9 7 7 9 13 13 13 36 43 42 44 44 46 43 43 43 43 43 43 42 40 36 17 17 9 6 5 5 6 
21 14 14 10 9 7 8 9 9 13 13 36 39 43 43 42 43 43 43 43 43 43 43 42 41 36 21 21 12 8 5 5 
21 14 9 7 7 7 7 11 11 36 36 41 41 44 46 47 43 43 43 43 43 43 42 40 40 36 13 8 6 6 10 10 
23 16 16 11 9 7 8 9 9 13 13 37 42 44 46 46 44 44 43 43 43 43 42 42 41 36 22 11 8 5 5 7 
18 14 14 12 12 15 21 21 36 36 46 47 48 50 50 49 43 43 43 43 42 41 36 17 17 9 7 8 16 16 16 36 
19 15 14 14 16 16 21 31 44 46 48 48 52 61 71 71 43 43 43 42 42 38 38 36 16 11 9 9 9 12 12 36 
21 14 11 11 10 11 15 23 38 38 38 45 47 52 58 57 43 43 43 43 43 42 42 36 19 9 8 8 7 10 16 16 
21 15 13 13 13 17 25 42 44 44 46 48 48 50 52 52 43 43 43 43 42 42 38 36 11 8 7 10 10 15 15 36 
16 13 13 16 16 22 34 34 45 47 47 48 49 49 49 49 43 43 43 42 41 36 17 11 11 9 9 11 16 16 16 36 
12 10 12 12 19 33 39 44 43 45 45 47 48 48 49 49 43 43 42 41 36 12 8 5 5 6 13 13 36 28 26 26 
21 21 14 10 10 13 18 18 30 40 44 43 45 47 47 49 43 43 43 43 43 42 38 38 36 11 8 7 8 13 13 13 
12 10 10 11 13 17 25 35 35 41 42 44 46 51 63 63 43 43 43 43 45 40 36 18 11 11 8 7 7 8 11 16 
14 10 10 10 14 24 40 40 45 45 48 58 61 62 62 61 43 43 43 42 37 37 36 9 7 9 15 15 15 36 29 30 
19 13 13 10 10 13 19 32 32 42 42 44 46 50 50 53 43 43 43 43 43 42 41 36 13 9 7 7 9 12 12 36 
26 20 15 15 12 11 11 11 14 14 18 27 37 43 43 43 43 43 43 43 43 43 43 43 42 41 36 20 12 12 8 7 
15 15 10 10 13 20 34 34 44 43 46 48 50 50 51 51 43 43 43 43 41 41 36 14 9 8 11 11 11 36 29 31 
21 21 18 18 22 30 30 30 44 45 47 48 49 50 50 50 44 43 43 43 41 36 36 19 14 11 12 14 14 18 23 27 
21 13 13 10 9 9 10 14 14 14 36 40 40 44 46 46 46 46 45 43 43 42 42 41 41 37 36 13 8 6 6 6 
11 11 12 12 17 24 37 37 45 45 48 54 71 71 71 71 43 43 43 41 41 36 20 11 8 7 7 10 16 16 36 31 
19 13 13 11 11 13 17 25 25 35 42 41 43 45 47 47 43 43 43 43 43 42 41 36 18 11 11 8 6 6 7 10 
15 11 10 10 11 14 19 27 39 39 39 44 45 47 48 48 43 43 43 43 42 41 41 36 20 11 8 8 6 6 8 11 
24 18 18 15 14 13 14 16 16 19 26 38 38 45 45 46 43 43 43 43 43 43 43 42 42 39 36 36 17 11 8 8 
17 17 11 10 10 13 17 25 25 38 38 44 45 47 47 49 43 43 43 43 43 42 42 39 36 14 8 6 6 6 7 11 
22 15 10 9 9 8 9 10 14 14 14 36 41 43 45 45 45 44 44 44 44 43 43 42 41 36 36 22 13 8 6 7 
22 22 14 11 10 11 14 14 18 26 36 44 43 45 45 46 44 44 43 43 43 43 42 42 39 36 17 11 8 7 7 7 
18 18 12 11 11 11 14 14 19 26 38 38 46 50 50 59 43 43 43 43 43 43 42 40 40 36 19 11 9 9 14 14 
16 11 11 14 14 19 29 40 40 44 44 45 47 52 57 59 43 43 43 42 40 36 36 15 8 6 6 7 7 9 14 14 
16 12 11 11 12 16 22 31 42 43 43 45 46 47 49 50 43 43 43 43 42 38 38 36 17 10 8 6 6 6 8 10 
19 19 12 11 12 17 37 37 37 54 54 54 54 54 54 54 38 37 35 33 31 31 24 15 9 8 8 8 16 16 39 43 
23 15 10 9 9 8 12 12 52 54 54 54 54 54 54 54 39 37 37 36 32 31 27 16 16 8 6 6 8 16 16 28 
19 12 8 8 8 8 9 16 16 52 52 53 54 54 54 54 40 37 36 36 32 31 30 24 14 14 8 5 4 4 6 6 
26 19 12 8 8 7 7 10 10 52 52 54 54 54 54 54 36 34 33 32 32 30 29 27 15 8 4 4 3 4 8 8 
10 15 15 38 38 54 54 55 60 60 59 59 58 58 58 58 31 30 18 8 8 5 5 7 16 34 34 34 44 44 44 44 
26 17 11 10 10 9 10 14 26 26 53 53 54 54 54 54 36 35 34 33 31 30 30 28 21 13 8 6 6 5 5 8 
27 19 19 15 16 23 23 55 55 55 55 55 55 55 55 55 44 40 40 37 36 27 17 12 12 12 17 30 30 45 45 45 
21 21 16 14 15 19 33 33 33 62 62 64 66 68 65 65 36 35 35 33 32 29 20 13 9 9 8 9 14 14 39 39 
12 12 19 19 55 55 57 57 58 59 58 57 57 57 57 57 30 27 27 16 9 6 6 12 12 12 42 44 44 44 45 45 
19 13 10 10 10 12 18 18 54 54 55 55 55 55 55 55 35 33 31 30 29 27 27 18 10 8 5 6 6 14 14 43 
25 18 18 12 10 11 14 30 30 30 55 55 55 55 55 55 36 35 34 32 30 30 29 24 13 8 6 6 6 11 11 41 
19 13 13 10 10 11 15 28 28 28 54 55 55 55 55 55 36 34 33 31 30 29 29 24 14 8 5 5 6 6 14 14 
11 16 16 16 55 55 55 55 55 55 55 55 55 55 55 55 31 30 25 11 9 16 16 16 45 45 45 45 45 45 45 45 
16 11 10 10 12 20 34 40 40 52 52 72 72 72 72 72 44 44 43 43 37 37 36 9 6 7 15 15 15 36 29 30 
14 10 10 10 11 16 26 37 44 43 43 45 49 58 63 63 44 44 43 43 42 42 36 16 8 6 6 7 7 12 12 36 
15 11 11 10 11 15 21 30 30 38 44 42 45 46 49 49 44 44 44 43 43 43 41 36 17 10 10 8 7 8 11 16 
17 17 11 10 11 15 26 26 44 45 48 49 51 52 52 53 45 44 44 44 43 38 38 36 12 8 7 9 9 16 16 36 
12 12 9 10 13 19 30 30 42 42 45 46 46 48 48 46 47 45 45 44 43 37 37 36 10 8 5 6 8 8 13 13 
17 11 9 8 8 11 16 16 38 42 45 45 50 62 62 62 44 44 44 44 43 43 41 36 14 8 6 6 6 10 16 25 
22 15 15 10 9 9 11 15 15 23 34 42 42 45 45 47 44 44 44 44 44 44 43 41 41 19 19 11 8 6 6 8 
14 10 9 9 10 16 16 36 36 44 43 45 48 53 55 55 44 44 44 44 43 43 36 19 9 6 6 6 9 15 15 36 
23 23 17 14 15 21 39 39 39 55 55 55 55 55 55 55 38 37 36 34 34 32 24 15 11 12 12 18 29 43 44 45 
26 19 14 14 12 14 22 22 54 54 55 55 55 55 55 55 36 34 33 32 31 29 21 21 13 8 6 7 11 11 11 39 
26 26 18 9 8 4 5 5 6 10 10 53 55 55 55 55 40 39 38 36 32 31 31 29 28 25 13 8 8 5 4 9 
27 16 16 9 6 6 6 8 15 15 15 54 55 55 55 55 42 40 40 37 36 30 29 28 28 23 12 8 4 4 6 6 
24 14 14 8 6 6 6 9 9 9 55 56 57 57 61 61 36 35 34 34 32 31 30 28 21 21 10 8 3 3 7 7 
15 10 10 8 7 7 10 10 10 53 54 55 55 55 55 57 35 33 32 30 30 29 28 21 10 8 8 3 3 3 8 8 
21 14 10 8 8 8 9 13 13 36 36 43 43 45 46 47 45 44 43 43 43 42 42 38 36 16 16 9 8 7 9 16 
